# field_1, field_2, field_3
69793226400.5, 0, 0
69430042221.2, 0, 0
69066664983.2, 0, 0
68703095661, 0, 0
68339335230.8, 0, 0
67975384669.8, 0, 0
67611244956.3, 0, 0
67246917070, 0, 0
66882401991.4, 0, 0
66517700702.6, 0, 0
66152814186.6, 0, 0
65787743427.6, 0, 0
65422489410.9, 0, 0
65057053123, 0, 0
64691435551.5, 0, 0
64325637685, 0, 0
136064480428, 0, 0
135822568742, 0, 0
135576974057, 0, 0
135314889266, 0, 0
62493978611.4, 0, 0
62127119800, 0, 0
61760087645.4, 0, 0
61392883144.8, 0, 0
61025507296.8, 0, 0
60657961100.7, 0, 0
60290245557, 0, 0
59922361667.3, 0, 0
59554310434.1, 0, 0
59186092860.9, 0, 0
58817709952.3, 0, 0
58449162713.7, 0, 0
58080452151.8, 0, 0
57711579274, 0, 0
57342545088.8, 0, 0
56973350605.6, 0, 0
56603996834.9, 0, 0
56234484787.8, 0, 0
55864815476.7, 0, 0
55494989914.8, 0, 0
55125009116.2, 0, 0
54754874095.8, 0, 0
54384585869.8, 0, 0
54014145454.9, 0, 0
53643553868.8, 0, 0
53272812130.1, 0, 0
52901921258.3, 0, 0
52530882273.8, 0, 0
52159696197.7, 0, 0
51788364052.2, 0, 0
51416886860.1, 0, 0
51045265645.1, 0, 0
50673501431.8, 0, 0
50301595245.6, 0, 0
49929548112.7, 0, 0
49557361060, 0, 0
49185035115.4, 0, 0
48812571307.3, 0, 0
48439970665.2, 0, 0
48067234219.1, 0, 0
47694363000, 0, 0
47321358039.4, 0, 0
46948220369.7, 0, 0
46574951024.1, 0, 0
46201551036.2, 0, 0
45828021440.9, 0, 0
45454363273.1, 0, 0
45080577569.1, 0, 0
44706665365.3, 0, 0
44332627699.2, 0, 0
43958465608.8, 0, 0
43584180132.8, 0, 0
43209772310.6, 0, 0
42835243182.2, 0, 0
42460593788.2, 0, 0
42085825170, 0, 0
41710938369.5, 0, 0
41335934429.2, 0, 0
40960814392.3, 0, 0
40585579302.6, 0, 0
40210230204.5, 0, 0
39834768142.9, 0, 0
39459194163.4, 0, 0
39083509312, 0, 0
38707714635.5, 0, 0
38331811181, 0, 0
37955799996.3, 0, 0
37579682129.8, 0, 0
37203458630.3, 0, 0
36827130547.2, 0, 0
36450698930.2, 0, 0
36074164829.9, 0, 0
35697529297.1, 0, 0
35320793383.2, 0, 0
34943958139.9, 0, 0
34567024619.7, 0, 0
34189993875.3, 0, 0
33812866959.9, 0, 0
33435644927.3, 0, 0
33058328831.5, 0, 0
32680919727.1, 0, 0
32303418669, 0, 0
31925826712.7, 0, 0
31548144914, 0, 0
31170374329, 0, 0
30792516014.3, 0, 0
30414571026.8, 0, 0
30036540423.9, 0, 0
29658425263.2, 0, 0
29280226602.9, 0, 0
28901945501.2, 0, 0
28523583017, 0, 0
28145140209.1, 0, 0
27766618137.2, 0, 0
27388017860.7, 0, 0
27009340439.7, 0, 0
26630586934.4, 0, 0
26251758405.6, 0, 0
25872855913.8, 0, 0
25493880520.5, 0, 0
25114833286.7, 0, 0
24735715274.4, 0, 0
24356527545.1, 0, 0
23977271161.2, 0, 0
23597947184.9, 0, 0
23218556678.8, 0, 0
22839100705.7, 0, 0
22459580328.5, 0, 0
22079996610.4, 0, 0
21700350614.7, 0, 0
21320643405, 0, 0
20940876045, 0, 0
20561049598.6, 0, 0
20181165129.6, 0, 0
19801223702.4, 0, 0
19421226381.1, 0, 0
19041174230.2, 0, 0
18661068314.2, 0, 0
18280909697.8, 0, 0
17900699445.6, 0, 0
17520438622.6, 0, 0
17140128293.7, 0, 0
16759769523.8, 0, 0
16379363378, 0, 0
15998910921.5, 0, 0
15618413219.4, 0, 0
15237871336.9, 0, 0
14857286339.2, 0, 0
14476659291.7, 0, 0
14095991259.7, 0, 0
13715283308.4, 0, 0
13334536503.1, 0, 0
12953751909.2, 0, 0
12572930591.8, 0, 0
12192073616.4, 0, 0
11811182048, 0, 0
11430256951.8, 0, 0
11049299393.1, 0, 0
10668310436.8, 0, 0
10287291148, 0, 0
9906242591.53, 0, 0
9525165832.32, 0, 0
9144061935.07, 0, 0
8762931964.49, 0, 0
8381776985.05, 0, 0
8000598061.26, 0, 0
7619396257.34, 0, 0
7238172637.53, 0, 0
6856928265.82, 0, 0
6475664206.1, 0, 0
6094381522.07, 0, 0
5713081277.32, 0, 0
5331764535.18, 0, 0
4950432358.89, 0, 0
4569085811.41, 0, 0
4187725955.6, 0, 0
3806353853.99, 0, 0
3424970569.02, 0, 0
3043577162.81, 0, 0
2662174697.3, 0, 0
2280764234.16, 0, 0
1899346834.84, 0, 0
1517923560.49, 0, 0
1136495472.04, 0, 0
755063630.099, 0, 0
373629095.054, 0, 0
-7807073.09019, 0, 0
-389243814.462, 0, 0
-770680069.733, 0, 0
-1152114779.65, 0, 0
-1533546885.44, 0, 0
-1914975328.65, 0, 0
-2296399051.02, 0, 0
-2677816994.9, 0, 0
-3059228102.73, 0, 0
-3440631317.45, 0, 0
-3822025582.41, 0, 0
-4203409841.16, 0, 0
-4584783037.85, 0, 0
-4966144116.94, 0, 0
-5347492023.19, 0, 0
-5728825702.03, 0, 0
-6110144099.01, 0, 0
-6491446160.29, 0, 0
-6872730832.49, 0, 0
-7253997062.49, 0, 0
-7635243797.82, 0, 0
-8016469986.41, 0, 0
-8397674576.53, 0, 0
-8778856517.18, 0, 0
-9160014757.6, 0, 0
-9541148247.67, 0, 0
-9922255937.75, 0, 0
-10303336778.6, 0, 0
-10684389721.6, 0, 0
-11065413718.7, 0, 0
-11446407722.3, 0, 0
-11827370685.3, 0, 0
-12208301561.2, 0, 0
-12589199304.1, 0, 0
-12970062868.7, 0, 0
-13350891210, 0, 0
-13731683283.9, 0, 0
-14112438046.8, 0, 0
-14493154455.6, 0, 0
-14873831467.8, 0, 0
-15254468041.7, 0, 0
-15635063136, 0, 0
-16015615710.1, 0, 0
-16396124724.1, 0, 0
-16776589138.7, 0, 0
-17157007915.2, 0, 0
-17537380015.6, 0, 0
-17917704402.5, 0, 0
-18297980039.4, 0, 0
-18678205890.2, 0, 0
-19058380919.6, 0, 0
-19438504093, 0, 0
-19818574376.5, 0, 0
-20198590737, 0, 0
-20578552142, 0, 0
-20958457559.6, 0, 0
-21338305959, 0, 0
-21718096309.8, 0, 0
-22097827582.5, 0, 0
-22477498748.3, 0, 0
-22857108779.3, 0, 0
-23236656648.3, 0, 0
-23616141328.7, 0, 0
-23995561795, 0, 0
-24374917022.2, 0, 0
-24754205986.3, 0, 0
-25133427664, 0, 0
-25512581032.9, 0, 0
-25891665071.3, 0, 0
-26270678758.6, 0, 0
-26649621074.6, 0, 0
-27028491000.4, 0, 0
-27407287517.6, 0, 0
-27786009608.9, 0, 0
-28164656257.8, 0, 0
-28543226448.6, 0, 0
-28921719166.5, 0, 0
-29300133397.7, 0, 0
-29678468129.1, 0, 0
-30056722348.8, 0, 0
-30434895045.6, 0, 0
-30812985209.1, 0, 0
-31190991830.1, 0, 0
-31568913900.2, 0, 0
-31946750412, 0, 0
-32324500358.9, 0, 0
-32702162735.5, 0, 0
-33079736537, 0, 0
-33457220760, 0, 0
-33834614401.7, 0, 0
-34211916460.5, 0, 0
-34589125935.9, 0, 0
-34966241828, 0, 0
-35343263138.1, 0, 0
-35720188868.8, 0, 0
-36097018023.2, 0, 0
-36473749605.9, 0, 0
-36850382622.2, 0, 0
-37226916078.5, 0, 0
-37603348982.5, 0, 0
-37979680342.5, 0, 0
-38355909168.3, 0, 0
-38732034470.5, 0, 0
-39108055260.9, 0, 0
-39483970552.3, 0, 0
-39859779358.6, 0, 0
-40235480694.8, 0, 0
-40611073577.1, 0, 0
-40986557022.6, 0, 0
-41361930049.7, 0, 0
-41737191677.8, 0, 0
-42112340927.6, 0, 0
-42487376820.6, 0, 0
-42862298379.9, 0, 0
-43237104629.2, 0, 0
-43611794593.9, 0, 0
-43986367300.2, 0, 0
-44360821775.6, 0, 0
-44735157048.8, 0, 0
-45109372149.4, 0, 0
-45483466108.7, 0, 0
-45857437958.8, 0, 0
-46231286732.9, 0, 0
-46605011466, 0, 0
-46978611193.6, 0, 0
-47352084952.8, 0, 0
-47725431782.1, 0, 0
-48098650720.6, 0, 0
-48471740809.3, 0, 0
-48844701090.1, 0, 0
-49217530606.2, 0, 0
-49590228402.1, 0, 0
-49962793523.5, 0, 0
-50335225017.5, 0, 0
-50707521932.3, 0, 0
-51079683317.5, 0, 0
-51451708224, 0, 0
-51823595703.8, 0, 0
-52195344810.5, 0, 0
-52566954598.7, 0, 0
-52938424124.6, 0, 0
-53309752445.4, 0, 0
-53680938620, 0, 0
-54051981708.3, 0, 0
-54422880771.7, 0, 0
-54793634873, 0, 0
-55164243076.1, 0, 0
-55534704446.4, 0, 0
-55905018050.8, 0, 0
-56275182957.3, 0, 0
-56645198235.6, 0, 0
-57015062956.3, 0, 0
-57384776191.9, 0, 0
-57754337015.9, 0, 0
-58123744503.4, 0, 0
-58492997730.9, 0, 0
-58862095776.2, 0, 0
-59231037718.4, 0, 0
-59599822638.5, 0, 0
-59968449618.4, 0, 0
-60336917741.7, 0, 0
-60705226093.3, 0, 0
-61073373759.6, 0, 0
-61441359828.5, 0, 0
-61809183389.3, 0, 0
-62176843532.7, 0, 0
-62544339351, 0, 0
-62911669937.8, 0, 0
-63278834388.3, 0, 0
-63645831799.2, 0, 0
-64012661268.5, 0, 0
-64379321895.9, 0, 0
-64745812782.4, 0, 0
-65112133030.8, 0, 0
-65478281745, 0, 0
-65844258030.7, 0, 0
-66210060994.9, 0, 0
-66575689746.6, 0, 0
-66941143395.6, 0, 0
-67306421053.9, 0, 0
-67671521834.6, 0, 0
-68036444852.5, 0, 0
-68401189223.9, 0, 0
-68765754066.9, 0, 0
-69130138500.7, 0, 0
-69494341646.4, 0, 0
-69858362626.6, 0, 0
-70222200565.5, 0, 0
-70585854588.7, 0, 0
-70949323823.6, 0, 0
-71312607399, 0, 0
-71675704445.5, 0, 0
-72038614095.1, 0, 0
-72401335481.6, 0, 0
-72763867740.1, 0, 0
-73126210007.7, 0, 0
-73488361422.9, 0, 0
-73850321125.7, 0, 0
-74212088257.9, 0, 0
-74573661652, 0, 0
-74863464383.9, 0, 0
75614344223.7, 0, 0
75315905568.7, 0, 0
74951507949.5, 0, 0
74586900203.8, 0, 0
74222083310.1, 0, 0
73857058248.1, 0, 0
73491825998.9, 0, 0
73126387544.8, 0, 0
72760743869.5, 0, 0
72394895958.1, 0, 0
72028844796.9, 0, 0
71662591373.4, 0, 0
71296136676.6, 0, 0
70929481696.6, 0, 0
70562627424.9, 0, 0
70195574854.2, 0, 0
69828324978.5, 0, 0
69460878793, 0, 0
69093237294.2, 0, 0
68725401479.8, 0, 0
68357372348.7, 0, 0
67989150901.1, 0, 0
67620738138.4, 0, 0
67252135063, 0, 0
66883342678.8, 0, 0
66514361990.8, 0, 0
66145194005, 0, 0
65775839728.7, 0, 0
65406300170.5, 0, 0
65036576340, 0, 0
137610499292, 0, 0
137219641305, 0, 0
136960050168, 0, 0
136662093895, 0, 0
63185228519.1, 0, 0
62814420320.6, 0, 0
62443434948.8, 0, 0
62072273422.4, 0, 0
61700936761.1, 0, 0
61329425985.7, 0, 0
60957742117.9, 0, 0
60585886180.7, 0, 0
60213859198.1, 0, 0
59841662194.9, 0, 0
59469296197.3, 0, 0
59096762232.4, 0, 0
58724061328.1, 0, 0
58351194513.6, 0, 0
57978162819, 0, 0
57604967275.4, 0, 0
57231608914.9, 0, 0
56858088770.6, 0, 0
56484407876.4, 0, 0
56110567267.4, 0, 0
55736567979.6, 0, 0
55362411049.8, 0, 0
54988097515.9, 0, 0
54613628416.7, 0, 0
54239004791.9, 0, 0
53864227682.2, 0, 0
53489298128.9, 0, 0
53114217174.6, 0, 0
52738985862.5, 0, 0
52363605236.9, 0, 0
51988076342.8, 0, 0
51612400226.2, 0, 0
51236577933.8, 0, 0
50860610513.4, 0, 0
50484499013.2, 0, 0
50108244482.8, 0, 0
49731847972.1, 0, 0
49355310532.2, 0, 0
48978633214.8, 0, 0
48601817072.4, 0, 0
48224863158.5, 0, 0
47847772527.1, 0, 0
47470546233.1, 0, 0
47093185332.2, 0, 0
46715690880.7, 0, 0
46338063936, 0, 0
45960305555.8, 0, 0
45582416798.9, 0, 0
45204398724.5, 0, 0
44826252392.7, 0, 0
44447978864.3, 0, 0
44069579200.9, 0, 0
43691054464.5, 0, 0
43312405718, 0, 0
42933634024.8, 0, 0
42554740449.3, 0, 0
42175726056.1, 0, 0
41796591910.9, 0, 0
41417339079.6, 0, 0
41037968629.1, 0, 0
40658481626.7, 0, 0
40278879140.3, 0, 0
39899162238.6, 0, 0
39519331990.7, 0, 0
39139389466.4, 0, 0
38759335735.9, 0, 0
38379171870.3, 0, 0
37998898940.9, 0, 0
37618518019.9, 0, 0
37238030179.6, 0, 0
36857436493.2, 0, 0
36476738034.4, 0, 0
36095935877.3, 0, 0
35715031096.4, 0, 0
35334024767, 0, 0
34952917964.6, 0, 0
34571711765.4, 0, 0
34190407246, 0, 0
33809005483.4, 0, 0
33427507555.1, 0, 0
33045914539.1, 0, 0
32664227513.7, 0, 0
32282447557.8, 0, 0
31900575750.7, 0, 0
31518613171.9, 0, 0
31136560901.6, 0, 0
30754420020.2, 0, 0
30372191608.5, 0, 0
29989876747.8, 0, 0
29607476519.7, 0, 0
29224992006, 0, 0
28842424289.2, 0, 0
28459774451.9, 0, 0
28077043577, 0, 0
27694232747.8, 0, 0
27311343048, 0, 0
26928375561.5, 0, 0
26545331372.6, 0, 0
26162211565.7, 0, 0
25779017225.7, 0, 0
25395749437.7, 0, 0
25012409286.9, 0, 0
24628997859.1, 0, 0
24245516240, 0, 0
23861965515.7, 0, 0
23478346772.6, 0, 0
23094661097.2, 0, 0
22710909576.2, 0, 0
22327093296.7, 0, 0
21943213345.7, 0, 0
21559270810.5, 0, 0
21175266778.9, 0, 0
20791202338.3, 0, 0
20407078576.6, 0, 0
20022896581.9, 0, 0
19638657442.2, 0, 0
19254362245.9, 0, 0
18870012081.4, 0, 0
18485608037.1, 0, 0
18101151201.7, 0, 0
17716642664, 0, 0
17332083512.6, 0, 0
16947474836.6, 0, 0
16562817724.9, 0, 0
16178113266.6, 0, 0
15793362550.7, 0, 0
15408566666.4, 0, 0
15023726702.7, 0, 0
14638843749.1, 0, 0
14253918894.6, 0, 0
13868953228.6, 0, 0
13483947840.2, 0, 0
13098903818.8, 0, 0
12713822253.5, 0, 0
12328704233.5, 0, 0
11943550848.1, 0, 0
11558363186.3, 0, 0
11173142337.2, 0, 0
10787889389.9, 0, 0
10402605433.3, 0, 0
10017291556.4, 0, 0
9631948847.92, 0, 0
9246578396.55, 0, 0
8861181290.98, 0, 0
8475758619.65, 0, 0
8090311471.03, 0, 0
7704840933.3, 0, 0
7319348094.65, 0, 0
6933834043.05, 0, 0
6548299866.34, 0, 0
6162746652.18, 0, 0
5777175488.12, 0, 0
5391587461.43, 0, 0
5005983659.33, 0, 0
4620365168.68, 0, 0
4234733076.32, 0, 0
3849088468.7, 0, 0
3463432432.2, 0, 0
3077766052.88, 0, 0
2692090416.6, 0, 0
2306406608.94, 0, 0
1920715715.31, 0, 0
1535018820.72, 0, 0
1149317010.05, 0, 0
763611367.785, 0, 0
377902978.229, 0, 0
-7807074.75984, 0, 0
-393517707.387, 0, 0
-779227836.471, 0, 0
-1164936378.88, 0, 0
-1550642251.99, 0, 0
-1936344373.49, 0, 0
-2322041661.3, 0, 0
-2707733033.89, 0, 0
-3093417409.9, 0, 0
-3479093708.44, 0, 0
-3864760849.05, 0, 0
-4250417751.49, 0, 0
-4636063336.1, 0, 0
-5021696523.62, 0, 0
-5407316234.93, 0, 0
-5792921391.8, 0, 0
-6178510915.95, 0, 0
-6564083729.86, 0, 0
-6949638756.38, 0, 0
-7335174918.72, 0, 0
-7720691140.69, 0, 0
-8106186346.51, 0, 0
-8491659460.79, 0, 0
-8877109408.86, 0, 0
-9262535116.29, 0, 0
-9647935509.32, 0, 0
-10033309514.7, 0, 0
-10418656059.6, 0, 0
-10803974071.8, 0, 0
-11189262479.6, 0, 0
-11574520211.9, 0, 0
-11959746197.9, 0, 0
-12344939367.8, 0, 0
-12730098652, 0, 0
-13115222981.7, 0, 0
-13500311288.6, 0, 0
-13885362504.9, 0, 0
-14270375563.5, 0, 0
-14655349398, 0, 0
-15040282942.5, 0, 0
-15425175131.8, 0, 0
-15810024901.2, 0, 0
-16194831186.9, 0, 0
-16579592925.4, 0, 0
-16964309054.1, 0, 0
-17348978511.1, 0, 0
-17733600235.1, 0, 0
-18118173165.3, 0, 0
-18502696242.1, 0, 0
-18887168405.8, 0, 0
-19271588598.4, 0, 0
-19655955761.7, 0, 0
-20040268838.8, 0, 0
-20424526773.4, 0, 0
-20808728509.8, 0, 0
-21192872993.1, 0, 0
-21576959169.2, 0, 0
-21960985984.8, 0, 0
-22344952387.4, 0, 0
-22728857325.1, 0, 0
-23112699746.8, 0, 0
-23496478602.5, 0, 0
-23880192842.6, 0, 0
-24263841418.6, 0, 0
-24647423282.7, 0, 0
-25030937388, 0, 0
-25414382688.2, 0, 0
-25797758138.2, 0, 0
-26181062693.3, 0, 0
-26564295310.2, 0, 0
-26947454946, 0, 0
-27330540559, 0, 0
-27713551108.1, 0, 0
-28096485553.2, 0, 0
-28479342855.2, 0, 0
-28862121975.8, 0, 0
-29244821877.4, 0, 0
-29627441523.9, 0, 0
-30009979879.4, 0, 0
-30392435909.6, 0, 0
-30774808580.7, 0, 0
-31157096859.8, 0, 0
-31539299715.4, 0, 0
-31921416116.6, 0, 0
-32303445033.4, 0, 0
-32685385437.1, 0, 0
-33067236299.9, 0, 0
-33448996594.6, 0, 0
-33830665295.6, 0, 0
-34212241377.8, 0, 0
-34593723817.4, 0, 0
-34975111591.6, 0, 0
-35356403678.5, 0, 0
-35737599057.3, 0, 0
-36118696708.3, 0, 0
-36499695612.6, 0, 0
-36880594752.9, 0, 0
-37261393112.2, 0, 0
-37642089675.3, 0, 0
-38022683427.6, 0, 0
-38403173355.8, 0, 0
-38783558447.5, 0, 0
-39163837691.8, 0, 0
-39544010078.3, 0, 0
-39924074598.3, 0, 0
-40304030243.9, 0, 0
-40683876008.4, 0, 0
-41063610886.1, 0, 0
-41443233872.8, 0, 0
-41822743965, 0, 0
-42202140160.7, 0, 0
-42581421458.8, 0, 0
-42960586859.7, 0, 0
-43339635364.6, 0, 0
-43718565976.1, 0, 0
-44097377698, 0, 0
-44476069535.1, 0, 0
-44854640493.7, 0, 0
-45233089581.1, 0, 0
-45611415805.8, 0, 0
-45989618177.6, 0, 0
-46367695707.6, 0, 0
-46745647407.9, 0, 0
-47123472292.2, 0, 0
-47501169375, 0, 0
-47878737672.5, 0, 0
-48256176201.9, 0, 0
-48633483981.7, 0, 0
-49010660031.7, 0, 0
-49387703373, 0, 0
-49764613027.9, 0, 0
-50141388020.2, 0, 0
-50518027374.8, 0, 0
-50894530118, 0, 0
-51270895277.3, 0, 0
-51647121881.7, 0, 0
-52023208961.4, 0, 0
-52399155548, 0, 0
-52774960674.4, 0, 0
-53150623374.7, 0, 0
-53526142684.8, 0, 0
-53901517641.4, 0, 0
-54276747283, 0, 0
-54651830649.2, 0, 0
-55026766781.1, 0, 0
-55401554721.2, 0, 0
-55776193513.3, 0, 0
-56150682202.6, 0, 0
-56525019835.9, 0, 0
-56899205461, 0, 0
-57273238127.6, 0, 0
-57647116886.5, 0, 0
-58020840789.9, 0, 0
-58394408891.8, 0, 0
-58767820247.1, 0, 0
-59141073912.6, 0, 0
-59514168946.3, 0, 0
-59887104407.6, 0, 0
-60259879357.8, 0, 0
-60632492859.1, 0, 0
-61004943975.5, 0, 0
-61377231772.4, 0, 0
-61749355316.7, 0, 0
-62121313676.7, 0, 0
-62493105922.5, 0, 0
-62864731125.1, 0, 0
-63236188357.8, 0, 0
-63607476694.7, 0, 0
-63978595211.9, 0, 0
-64349542986.7, 0, 0
-64720319098.1, 0, 0
-65090922626.6, 0, 0
-65461352654.3, 0, 0
-65831608264.7, 0, 0
-66201688543.1, 0, 0
-66571592576.1, 0, 0
-66941319451.8, 0, 0
-67310868260.3, 0, 0
-67680238092.8, 0, 0
-68049428042.4, 0, 0
-68418437203.8, 0, 0
-68787264672.8, 0, 0
-69155909547.4, 0, 0
-69524370926.9, 0, 0
-69892647912.1, 0, 0
-70260739605.9, 0, 0
-70628645112.3, 0, 0
-70996363537, 0, 0
-71363893987.6, 0, 0
-71731235573, 0, 0
-72098387404, 0, 0
-72465348593, 0, 0
-72832118253.8, 0, 0
-73198695502.2, 0, 0
-73565079455.4, 0, 0
-73931269232.4, 0, 0
-74297263953.8, 0, 0
-74663062741.9, 0, 0
-75028664720.6, 0, 0
-75394068711.7, 0, 0
-75686975592.1, 0, 0
76450274668.5, 0, 0
76148700815.6, 0, 0
75780432490.4, 0, 0
75411949407.5, 0, 0
75043252565.8, 0, 0
74674342965.3, 0, 0
74305221607.6, 0, 0
73935889495.4, 0, 0
73566347633.1, 0, 0
73196597026.2, 0, 0
72826638681.7, 0, 0
72456473607.8, 0, 0
72086102814.2, 0, 0
71715527311.8, 0, 0
71344748112.8, 0, 0
70973766230.9, 0, 0
70602582681, 0, 0
70231198479.1, 0, 0
69859614642.8, 0, 0
69487832190.8, 0, 0
69115852143.1, 0, 0
68743675520.9, 0, 0
68371303346.9, 0, 0
67998736644.8, 0, 0
67625976439.6, 0, 0
67253023757.5, 0, 0
66879879626.1, 0, 0
66506545073.9, 0, 0
66133021131, 0, 0
65759308828.4, 0, 0
139176613347, 0, 0
138633168912, 0, 0
138377742406, 0, 0
138115049638, 0, 0
-nan, 0, 0
63513137348.9, 0, 0
63138135498, 0, 0
62762953578.2, 0, 0
62387592631.2, 0, 0
62012053699.5, 0, 0
61636337827, 0, 0
61260446058.4, 0, 0
60884379439.7, 0, 0
60508139017.9, 0, 0
60131725841.2, 0, 0
59755140958.5, 0, 0
59378385420.3, 0, 0
59001460277.7, 0, 0
58624366583.1, 0, 0
58247105389.7, 0, 0
57869677752.1, 0, 0
57492084725.5, 0, 0
57114327366.5, 0, 0
56736406732.2, 0, 0
56358323881.3, 0, 0
55980079872.9, 0, 0
55601675767.5, 0, 0
55223112626.4, 0, 0
54844391511.9, 0, 0
54465513487.1, 0, 0
54086479616.2, 0, 0
53707290964.4, 0, 0
53327948597.6, 0, 0
52948453582.8, 0, 0
52568806987.7, 0, 0
52189009881.2, 0, 0
51809063332.9, 0, 0
51428968413.2, 0, 0
51048726193.5, 0, 0
50668337746.1, 0, 0
50287804144.1, 0, 0
49907126461.4, 0, 0
49526305772.7, 0, 0
49145343153.8, 0, 0
48764239680.9, 0, 0
48382996431.4, 0, 0
48001614483.3, 0, 0
47620094915.3, 0, 0
47238438807.2, 0, 0
46856647239.3, 0, 0
46474721292.8, 0, 0
46092662049.6, 0, 0
45710470592.3, 0, 0
45328148004.4, 0, 0
44945695370.1, 0, 0
44563113774.1, 0, 0
44180404302.1, 0, 0
43797568040.4, 0, 0
43414606075.9, 0, 0
43031519496.3, 0, 0
42648309390, 0, 0
42264976846, 0, 0
41881522954, 0, 0
41497948804.3, 0, 0
41114255487.9, 0, 0
40730444096.5, 0, 0
40346515722.3, 0, 0
39962471458, 0, 0
39578312397.4, 0, 0
39194039634.3, 0, 0
38809654263.4, 0, 0
38425157380.1, 0, 0
38040550080.1, 0, 0
37655833459.8, 0, 0
37271008616.2, 0, 0
36886076646.7, 0, 0
36501038649.5, 0, 0
36115895722.9, 0, 0
35730648966.1, 0, 0
35345299478.7, 0, 0
34959848360.9, 0, 0
34574296713, 0, 0
34188645636.3, 0, 0
33802896232.2, 0, 0
33417049602.9, 0, 0
33031106850.6, 0, 0
32645069078.4, 0, 0
32258937389.6, 0, 0
31872712888, 0, 0
31486396677.8, 0, 0
31099989863.6, 0, 0
30713493550.4, 0, 0
30326908843.6, 0, 0
29940236849.1, 0, 0
29553478673, 0, 0
29166635421.9, 0, 0
28779708202.6, 0, 0
28392698122.5, 0, 0
28005606289, 0, 0
27618433810.2, 0, 0
27231181794.3, 0, 0
26843851349.8, 0, 0
26456443585.6, 0, 0
26068959610.9, 0, 0
25681400535.1, 0, 0
25293767468, 0, 0
24906061519.5, 0, 0
24518283799.9, 0, 0
24130435419.6, 0, 0
23742517489.5, 0, 0
23354531120.5, 0, 0
22966477423.9, 0, 0
22578357510.9, 0, 0
22190172493.4, 0, 0
21801923483, 0, 0
21413611591.7, 0, 0
21025237931.9, 0, 0
20636803615.7, 0, 0
20248309755.8, 0, 0
19859757464.8, 0, 0
19471147855.5, 0, 0
19082482040.8, 0, 0
18693761133.9, 0, 0
18304986247.8, 0, 0
17916158495.9, 0, 0
17527278991.5, 0, 0
17138348848.3, 0, 0
16749369179.6, 0, 0
16360341099.1, 0, 0
15971265720.5, 0, 0
15582144157.6, 0, 0
15192977524, 0, 0
14803766933.8, 0, 0
14414513500.5, 0, 0
14025218338.3, 0, 0
13635882560.8, 0, 0
13246507282, 0, 0
12857093615.7, 0, 0
12467642675.7, 0, 0
12078155576, 0, 0
11688633430.1, 0, 0
11299077351.9, 0, 0
10909488455, 0, 0
10519867853, 0, 0
10130216659.5, 0, 0
9740535987.94, 0, 0
9350826951.59, 0, 0
8961090663.79, 0, 0
8571328237.65, 0, 0
8181540786.22, 0, 0
7791729422.39, 0, 0
7401895258.95, 0, 0
7012039408.53, 0, 0
6622162983.58, 0, 0
6232267096.43, 0, 0
5842352859.23, 0, 0
5452421383.9, 0, 0
5062473782.28, 0, 0
4672511165.88, 0, 0
4282534646.1, 0, 0
3892545334.09, 0, 0
3502544340.79, 0, 0
3112532776.86, 0, 0
2722511752.81, 0, 0
2332482378.78, 0, 0
1942445764.8, 0, 0
1552403020.45, 0, 0
1162355255.22, 0, 0
772303578.168, 0, 0
382249098.142, 0, 0
-7807076.37452, 0, 0
-397863837.114, 0, 0
-787920076.265, 0, 0
-1177974686.2, 0, 0
-1568026559.76, 0, 0
-1958074590.04, 0, 0
-2348117670.51, 0, 0
-2738154695.1, 0, 0
-3128184557.94, 0, 0
-3518206153.67, 0, 0
-3908218377.35, 0, 0
-4298220124.24, 0, 0
-4688210290.23, 0, 0
-5078187771.58, 0, 0
-5468151464.73, 0, 0
-5858100267.07, 0, 0
-6248033075.83, 0, 0
-6637948789.13, 0, 0
-7027846305.4, 0, 0
-7417724523.44, 0, 0
-7807582342.7, 0, 0
-8197418663.08, 0, 0
-8587232384.77, 0, 0
-8977022408.82, 0, 0
-9366787636.48, 0, 0
-9756526969.62, 0, 0
-10146239310.8, 0, 0
-10535923562.8, 0, 0
-10925578629.1, 0, 0
-11315203413.9, 0, 0
-11704796821.7, 0, 0
-12094357757.7, 0, 0
-12483885127.8, 0, 0
-12873377838, 0, 0
-13262834795.6, 0, 0
-13652254908, 0, 0
-14041637083.3, 0, 0
-14430980230.3, 0, 0
-14820283258.5, 0, 0
-15209545077.8, 0, 0
-15598764599.1, 0, 0
-15987940733.5, 0, 0
-16377072393.1, 0, 0
-16766158490.7, 0, 0
-17155197939.5, 0, 0
-17544189653.6, 0, 0
-17933132547.7, 0, 0
-18322025537.3, 0, 0
-18710867538.5, 0, 0
-19099657468.1, 0, 0
-19488394244, 0, 0
-19877076784.2, 0, 0
-20265704008, 0, 0
-20654274835.2, 0, 0
-21042788186.2, 0, 0
-21431242982.6, 0, 0
-21819638146.5, 0, 0
-22207972600.7, 0, 0
-22596245269.1, 0, 0
-22984455076.2, 0, 0
-23372600947.1, 0, 0
-23760681808.2, 0, 0
-24148696586.4, 0, 0
-24536644209.5, 0, 0
-24924523606.2, 0, 0
-25312333706, 0, 0
-25700073439.1, 0, 0
-26087741737, 0, 0
-26475337531.4, 0, 0
