# field_1, field_2, field_3
29912306374.1, 0, 0
29606007341, 0, 0
29299641228.7, 0, 0
28993208734.2, 0, 0
28686710554.7, 0, 0
28380147387.7, 0, 0
28073519930.8, 0, 0
27766828881.9, 0, 0
27460074939, 0, 0
27153258800.4, 0, 0
26846381164.5, 0, 0
26539442730, 0, 0
26232444195.7, 0, 0
25925386260.5, 0, 0
25618269623.6, 0, 0
25311094984.4, 0, 0
25003863042.4, 0, 0
24696574497.1, 0, 0
24389230048.5, 0, 0
24081830396.4, 0, 0
23774376241.1, 0, 0
23466868282.7, 0, 0
23159307221.6, 0, 0
22851693758.3, 0, 0
22544028593.5, 0, 0
22236312427.9, 0, 0
21928545962.5, 0, 0
21620729898.3, 0, 0
21312864936.3, 0, 0
21004951777.7, 0, 0
20696991124, 0, 0
20388983676.4, 0, 0
20080930136.6, 0, 0
19772831206, 0, 0
19464687586.4, 0, 0
19156499979.6, 0, 0
18848269087.3, 0, 0
18539995611.4, 0, 0
18231680253.9, 0, 0
17923323716.9, 0, 0
17614926702.4, 0, 0
17306489912.4, 0, 0
16998014049.3, 0, 0
16689499815.2, 0, 0
16380947912.3, 0, 0
16072359042.9, 0, 0
15763733909.4, 0, 0
15455073214.1, 0, 0
15146377659.4, 0, 0
14837647947.5, 0, 0
14528884780.9, 0, 0
14220088862, 0, 0
13911260893.1, 0, 0
13602401576.7, 0, 0
13293511615.1, 0, 0
12984591710.7, 0, 0
12675642565.7, 0, 0
12366664882.7, 0, 0
12057659363.7, 0, 0
11748626711.2, 0, 0
11439567627.2, 0, 0
11130482814.1, 0, 0
10821372974, 0, 0
10512238809, 0, 0
10203081021.1, 0, 0
9893900312.29, 0, 0
9584697384.53, 0, 0
9275472939.68, 0, 0
8966227679.52, 0, 0
8656962305.79, 0, 0
8347677520.09, 0, 0
8038374023.99, 0, 0
7729052518.95, 0, 0
7419713706.35, 0, 0
7110358287.46, 0, 0
6800986963.44, 0, 0
6491600435.38, 0, 0
6182199404.2, 0, 0
5872784570.77, 0, 0
5563356635.76, 0, 0
5253916299.83, 0, 0
4944464263.37, 0, 0
4635001226.8, 0, 0
4325527890.24, 0, 0
4016044953.79, 0, 0
3706553117.32, 0, 0
3397053080.61, 0, 0
3087545543.25, 0, 0
2778031204.68, 0, 0
2468510764.19, 0, 0
2158984920.89, 0, 0
1849454373.69, 0, 0
1539919821.38, 0, 0
1230381962.49, 0, 0
920841495.466, 0, 0
611299118.456, 0, 0
301755529.527, 0, 0
-7788573.58584, 0, 0
-317332493.187, 0, 0
-626875531.997, 0, 0
-936416992.732, 0, 0
-1245956178.47, 0, 0
-1555492392.49, 0, 0
-1865024938.21, 0, 0
-2174553119.41, 0, 0
-2484076240, 0, 0
-2793593604.11, 0, 0
-3103104516.27, 0, 0
-3412608281.04, 0, 0
-3722104203.4, 0, 0
-4031591588.55, 0, 0
-4341069741.84, 0, 0
-4650537969.09, 0, 0
-4959995576.19, 0, 0
-5269441869.38, 0, 0
-5578876155.25, 0, 0
-5888297740.51, 0, 0
-6197705932.33, 0, 0
-6507100038.03, 0, 0
-6816479365.27, 0, 0
-7125843222.08, 0, 0
-7435190916.65, 0, 0
-7744521757.62, 0, 0
-8053835053.88, 0, 0
-8363130114.59, 0, 0
-8672406249.3, 0, 0
-8981662767.88, 0, 0
-9290898980.46, 0, 0
-9600114197.58, 0, 0
-9909307730.1, 0, 0
-10218478889.1, 0, 0
-10527626986.3, 0, 0
-10836751333.4, 0, 0
-11145851242.8, 0, 0
-11454926026.9, 0, 0
-11763974998.8, 0, 0
-12072997471.7, 0, 0
-12381992759.5, 0, 0
-12690960175.9, 0, 0
-12999899035.7, 0, 0
-13308808653.5, 0, 0
-13617688344.7, 0, 0
-13926537424.7, 0, 0
-14235355209.6, 0, 0
-14544141015.8, 0, 0
-14852894160.1, 0, 0
-15161613959.6, 0, 0
-15470299732.1, 0, 0
-15778950795.4, 0, 0
-16087566468.1, 0, 0
-16396146069.2, 0, 0
-16704688917.7, 0, 0
-17013194333.5, 0, 0
-17321661636.8, 0, 0
-17630090148.1, 0, 0
-17938479188.6, 0, 0
-18246828079.7, 0, 0
-18555136143.3, 0, 0
-18863402702, 0, 0
-19171627078.5, 0, 0
-19479808596.1, 0, 0
-19787946578.8, 0, 0
-20096040350.7, 0, 0
-20404089236.6, 0, 0
-20712092561.8, 0, 0
-21020049651.8, 0, 0
-21327959833.1, 0, 0
-21635822432.1, 0, 0
-21943636776.2, 0, 0
-22251402193.1, 0, 0
-22559118010.8, 0, 0
-22866783558.2, 0, 0
-23174398164.4, 0, 0
-23481961159.1, 0, 0
-23789471872.6, 0, 0
-24096929635.7, 0, 0
-24404333779.6, 0, 0
-24711683636.3, 0, 0
-25018978538, 0, 0
-25326217817.6, 0, 0
-25633400808.7, 0, 0
-25940526845.1, 0, 0
-26247595261.4, 0, 0
-26554605392.8, 0, 0
-26861556574.8, 0, 0
-27168448143.8, 0, 0
-27475279436.4, 0, 0
-27782049790.1, 0, 0
-28088758542.7, 0, 0
-28395405032.7, 0, 0
-28701988599.3, 0, 0
-29008508582.1, 0, 0
-29314964321.3, 0, 0
-29621355157.8, 0, 0
-29927680433, 0, 0
-30233939489.1, 0, 0
-30540131668.5, 0, 0
-30846256314.7, 0, 0
-31152312771.3, 0, 0
-31458300383, 0, 0
-31764218494.8, 0, 0
-32070066452.4, 0, 0
-32375843602.2, 0, 0
-32681549291.2, 0, 0
-32987182866.8, 0, 0
-33292743677.5, 0, 0
-33598231072, 0, 0
-33903644399.9, 0, 0
-34208983011.4, 0, 0
-34514246257.2, 0, 0
-34819433488.9, 0, 0
-35124544058.6, 0, 0
-35429577319.1, 0, 0
-35734532623.8, 0, 0
-36039409326.9, 0, 0
-36344206783.2, 0, 0
-36648924348.1, 0, 0
-36953561377.9, 0, 0
-37258117229.3, 0, 0
-37562591259.9, 0, 0
-37866982827.9, 0, 0
-38171291292.2, 0, 0
-38475516012.4, 0, 0
-38779656348.9, 0, 0
-39083711662.6, 0, 0
-39387681315.2, 0, 0
-39691564669.2, 0, 0
-39995361087.7, 0, 0
-40299069934.7, 0, 0
-40602690574.6, 0, 0
-40906222372.8, 0, 0
-41209664695.3, 0, 0
-41513016908.8, 0, 0
-41816278380.9, 0, 0
-42119448479.9, 0, 0
-42422526574.6, 0, 0
-42725512034.8, 0, 0
-43028404231, 0, 0
-43331202534.4, 0, 0
-43633906317.1, 0, 0
-43936514951.6, 0, 0
-44239027811.5, 0, 0
-44541444271.2, 0, 0
-44843763705.5, 0, 0
-45145985490.4, 0, 0
-45448109002.3, 0, 0
-45750133618.6, 0, 0
-46052058717.5, 0, 0
-46353883677.9, 0, 0
-46655607879.5, 0, 0
-46957230702.8, 0, 0
-47258751529, 0, 0
-47560169740.2, 0, 0
-47861484719.4, 0, 0
-48162695850.2, 0, 0
-48463802517.2, 0, 0
-48764804105.5, 0, 0
-49065700001.4, 0, 0
-49366489591.8, 0, 0
-49667172264.4, 0, 0
-49967747407.7, 0, 0
-50268214411.3, 0, 0
-50568572665.2, 0, 0
-50868821560.6, 0, 0
-51168960489.3, 0, 0
-51468988844.1, 0, 0
-51768906018.6, 0, 0
-52068711407.2, 0, 0
-52368404405, 0, 0
-52667984408.2, 0, 0
-52967450813.9, 0, 0
-53266803019.7, 0, 0
-53566040424.4, 0, 0
-53865162427.5, 0, 0
-54164168429.3, 0, 0
-54463057831.2, 0, 0
-54761830035.3, 0, 0
-55060484444.6, 0, 0
-55359020463, 0, 0
-55657437495.1, 0, 0
-55955734946.8, 0, 0
-56253912224.4, 0, 0
-56551968735.5, 0, 0
-56849903888.3, 0, 0
-57147717092, 0, 0
-57445407756.7, 0, 0
-57742975293.4, 0, 0
-58040419114, 0, 0
-58337738631.2, 0, 0
-58634933258.8, 0, 0
-58932002411.5, 0, 0
-59228945504.6, 0, 0
-59525761954.6, 0, 0
-59822451179.1, 0, 0
-60119012596, 0, 0
-60415445624.8, 0, 0
-60711749228.9, 0, 0
-60949968989.8, 0, 0
61397406828.6, 0, 0
61152723777.8, 0, 0
60854686733.8, 0, 0
60556510692.1, 0, 0
60258196314.2, 0, 0
59959744260.7, 0, 0
59661155193.5, 0, 0
59362429775, 0, 0
59063568668.6, 0, 0
58764572537.9, 0, 0
58465442047.7, 0, 0
58166177863, 0, 0
57866780649.8, 0, 0
57567251074.6, 0, 0
57267589804.4, 0, 0
56967797507.2, 0, 0
56667874851.3, 0, 0
56367822505.9, 0, 0
56067641140.7, 0, 0
55767331425.9, 0, 0
55466894032.7, 0, 0
55166329632.6, 0, 0
54865638897.8, 0, 0
54564822501.1, 0, 0
54263881115.9, 0, 0
53962815416.3, 0, 0
53661626076.9, 0, 0
114202233509, 0, 0
113749991148, 0, 0
113497190004, 0, 0
113254255671, 0, 0
52153848436.1, 0, 0
51851931458.1, 0, 0
51549895579, 0, 0
51247741478.1, 0, 0
50945469835.3, 0, 0
50643081330.9, 0, 0
50340576645.9, 0, 0
50037956461.7, 0, 0
49735221460.3, 0, 0
49432372324.3, 0, 0
49129409736.8, 0, 0
48826334381.3, 0, 0
48523146941.9, 0, 0
48219848103.4, 0, 0
47916438550.9, 0, 0
47612918970.1, 0, 0
47309290047.2, 0, 0
47005552468.7, 0, 0
46701706922, 0, 0
46397754094.7, 0, 0
46093694674.9, 0, 0
45789529351.3, 0, 0
45485258813, 0, 0
45180883749.6, 0, 0
44876404851.2, 0, 0
44571822808.3, 0, 0
44267138311.9, 0, 0
43962352053.4, 0, 0
43657464724.8, 0, 0
43352477018.4, 0, 0
43047389627, 0, 0
42742203243.8, 0, 0
42436918562.5, 0, 0
42131536277.1, 0, 0
41826057082.3, 0, 0
41520481672.9, 0, 0
41214810744.3, 0, 0
40909044992.3, 0, 0
40603185113, 0, 0
40297231803, 0, 0
39991185759.3, 0, 0
39685047679.3, 0, 0
39378818260.6, 0, 0
39072498201.5, 0, 0
38766088200.5, 0, 0
38459588956.5, 0, 0
38153001168.6, 0, 0
37846325536.6, 0, 0
37539562760.5, 0, 0
37232713540.5, 0, 0
36925778577.5, 0, 0
36618758572.4, 0, 0
36311654226.6, 0, 0
36004466241.8, 0, 0
35697195320.2, 0, 0
35389842164.1, 0, 0
35082407476.2, 0, 0
34774891959.5, 0, 0
34467296317.5, 0, 0
34159621253.7, 0, 0
33851867472.1, 0, 0
33544035677.1, 0, 0
33236126573.1, 0, 0
32928140865, 0, 0
32620079258, 0, 0
32311942457.5, 0, 0
32003731169.2, 0, 0
31695446099, 0, 0
31387087953.3, 0, 0
31078657438.5, 0, 0
30770155261.4, 0, 0
30461582129, 0, 0
30152938748.7, 0, 0
29844225827.9, 0, 0
29535444074.3, 0, 0
29226594196.1, 0, 0
28917676901.4, 0, 0
28608692898.8, 0, 0
28299642896.7, 0, 0
27990527604.3, 0, 0
27681347730.6, 0, 0
27372103984.9, 0, 0
27062797076.8, 0, 0
26753427715.9, 0, 0
26443996612.2, 0, 0
26134504475.9, 0, 0
25824952017.1, 0, 0
25515339946.5, 0, 0
25205668974.6, 0, 0
24895939812.3, 0, 0
24586153170.5, 0, 0
24276309760.5, 0, 0
23966410293.6, 0, 0
23656455481.1, 0, 0
23346446034.8, 0, 0
23036382666.3, 0, 0
22726266087.7, 0, 0
22416097010.9, 0, 0
22105876148, 0, 0
21795604211.5, 0, 0
21485281913.6, 0, 0
21174909966.9, 0, 0
20864489084.1, 0, 0
20554019977.9, 0, 0
20243503361.1, 0, 0
19932939946.7, 0, 0
19622330447.7, 0, 0
19311675577.2, 0, 0
19000976048.5, 0, 0
18690232574.8, 0, 0
18379445869.5, 0, 0
18068616646.1, 0, 0
17757745617.9, 0, 0
17446833498.6, 0, 0
17135881001.8, 0, 0
16824888841.1, 0, 0
16513857730.3, 0, 0
16202788383.1, 0, 0
15891681513.2, 0, 0
15580537834.6, 0, 0
15269358061, 0, 0
14958142906.3, 0, 0
14646893084.4, 0, 0
14335609309.3, 0, 0
14024292294.7, 0, 0
13712942754.7, 0, 0
13401561403.1, 0, 0
13090148953.9, 0, 0
12778706120.9, 0, 0
12467233618.1, 0, 0
12155732159.3, 0, 0
11844202458.4, 0, 0
11532645229.1, 0, 0
11221061185.4, 0, 0
10909451040.8, 0, 0
10597815509.2, 0, 0
10286155304.2, 0, 0
9974471139.34, 0, 0
9662763728.27, 0, 0
9351033784.47, 0, 0
9039282021.35, 0, 0
8727509152.28, 0, 0
8415715890.56, 0, 0
8103902949.37, 0, 0
7792071041.88, 0, 0
7480220881.12, 0, 0
7168353180.03, 0, 0
6856468651.45, 0, 0
6544568008.17, 0, 0
6232651962.8, 0, 0
5920721227.9, 0, 0
5608776515.87, 0, 0
5296818539.04, 0, 0
4984848009.55, 0, 0
4672865639.51, 0, 0
4360872140.76, 0, 0
4048868225.14, 0, 0
3736854604.26, 0, 0
3424831989.62, 0, 0
3112801092.56, 0, 0
2800762624.26, 0, 0
2488717295.74, 0, 0
2176665817.89, 0, 0
1864608901.36, 0, 0
1552547256.69, 0, 0
1240481594.21, 0, 0
928412624.085, 0, 0
616341056.262, 0, 0
304267600.562, 0, 0
-7807033.50514, 0, 0
-319882136.451, 0, 0
-631956999.241, 0, 0
-944030912.779, 0, 0
-1256103168.39, 0, 0
-1568173057.53, 0, 0
-1880239871.81, 0, 0
-2192302903.3, 0, 0
-2504361444.05, 0, 0
-2816414786.45, 0, 0
-3128462223.2, 0, 0
-3440503047.05, 0, 0
-3752536551.2, 0, 0
-4064562029.05, 0, 0
-4376578774.17, 0, 0
-4688586080.53, 0, 0
-5000583242.26, 0, 0
-5312569553.77, 0, 0
-5624544309.84, 0, 0
-5936506805.4, 0, 0
-6248456335.79, 0, 0
-6560392196.56, 0, 0
-6872313683.52, 0, 0
-7184220092.93, 0, 0
-7496110721.16, 0, 0
-7807984865.06, 0, 0
-8119841821.69, 0, 0
-8431680888.43, 0, 0
-8743501362.99, 0, 0
-9055302543.47, 0, 0
-9367083728.17, 0, 0
-9678844215.85, 0, 0
-9990583305.56, 0, 0
-10302300296.6, 0, 0
-10613994488.8, 0, 0
-10925665182.2, 0, 0
-11237311677.3, 0, 0
-11548933274.8, 0, 0
-11860529275.9, 0, 0
-12172098982.1, 0, 0
-12483641695.3, 0, 0
-12795156717.8, 0, 0
-13106643352.3, 0, 0
-13418100901.8, 0, 0
-13729528669.6, 0, 0
-14040925959.8, 0, 0
-14352292076.3, 0, 0
-14663626324, 0, 0
-14974928007.8, 0, 0
-15286196433, 0, 0
-15597430905.8, 0, 0
-15908630732.1, 0, 0
-16219795218.8, 0, 0
-16530923673, 0, 0
-16842015402.2, 0, 0
-17153069714.4, 0, 0
-17464085918, 0, 0
-17775063322, 0, 0
-18086001235.5, 0, 0
-18396898968.5, 0, 0
-18707755831, 0, 0
-19018571133.8, 0, 0
-19329344188.1, 0, 0
-19640074305.4, 0, 0
-19950760798, 0, 0
-20261402978.1, 0, 0
-20572000159.1, 0, 0
-20882551654.4, 0, 0
-21193056777.9, 0, 0
-21503514844.4, 0, 0
-21813925168.6, 0, 0
-22124287066.1, 0, 0
-22434599853.1, 0, 0
-22744862846, 0, 0
-23055075361.8, 0, 0
-23365236718.1, 0, 0
-23675346232.9, 0, 0
-23985403224.9, 0, 0
-24295407013.3, 0, 0
-24605356917.6, 0, 0
-24915252258.1, 0, 0
-25225092355.4, 0, 0
-25534876531.1, 0, 0
-25844604106.8, 0, 0
-26154274404.9, 0, 0
-26463886748.4, 0, 0
-26773440460.8, 0, 0
-27082934866.2, 0, 0
-27392369289.2, 0, 0
-27701743055.2, 0, 0
-28011055489.7, 0, 0
-28320305919.3, 0, 0
-28629493670.8, 0, 0
-28938618071.8, 0, 0
-29247678450.6, 0, 0
-29556674135.7, 0, 0
-29865604456.6, 0, 0
-30174468743.1, 0, 0
-30483266325.9, 0, 0
-30791996536.1, 0, 0
-31100658705.5, 0, 0
-31409252166.4, 0, 0
-31717776251.9, 0, 0
-32026230295.6, 0, 0
-32334613631.9, 0, 0
-32642925595.5, 0, 0
-32951165522.1, 0, 0
-33259332747.9, 0, 0
-33567426609.7, 0, 0
-33875446444.9, 0, 0
-34183391591.7, 0, 0
-34491261388.9, 0, 0
-34799055176, 0, 0
-35106772293, 0, 0
-35414412080.8, 0, 0
-35721973880.9, 0, 0
-36029457035.2, 0, 0
-36336860886.8, 0, 0
-36644184779, 0, 0
-36951428056.1, 0, 0
-37258590062.8, 0, 0
-37565670144.9, 0, 0
-37872667648.4, 0, 0
-38179581920.5, 0, 0
-38486412308.8, 0, 0
-38793158161.6, 0, 0
-39099818828, 0, 0
-39406393657.8, 0, 0
-39712882001.5, 0, 0
-40019283210.5, 0, 0
-40325596636.6, 0, 0
-40631821632.6, 0, 0
-40937957551.8, 0, 0
-41244003748.5, 0, 0
-41549959577.5, 0, 0
-41855824394.5, 0, 0
-42161597555.9, 0, 0
-42467278418.8, 0, 0
-42772866341.1, 0, 0
-43078360681.5, 0, 0
-43383760799.4, 0, 0
-43689066054.9, 0, 0
-43994275809.1, 0, 0
-44299389423.6, 0, 0
-44604406260.9, 0, 0
-44909325684.3, 0, 0
-45214147057.9, 0, 0
-45518869746.4, 0, 0
-45823493115.5, 0, 0
-46128016531.5, 0, 0
-46432439361.8, 0, 0
-46736760974.2, 0, 0
-47040980737.7, 0, 0
-47345098021.8, 0, 0
-47649112196.9, 0, 0
-47953022634.2, 0, 0
-48256828705.8, 0, 0
-48560529784.5, 0, 0
-48864125244, 0, 0
-49167614458.8, 0, 0
-49470996804.3, 0, 0
-49774271656.6, 0, 0
-50077438392.6, 0, 0
-50380496390.2, 0, 0
-50683445028.1, 0, 0
-50986283685.7, 0, 0
-51289011743.5, 0, 0
-51591628582.5, 0, 0
-51894133584.9, 0, 0
-52196526133.7, 0, 0
-52498805612.4, 0, 0
-52800971405.9, 0, 0
-53103022899.5, 0, 0
-53404959479.6, 0, 0
-53706780533.5, 0, 0
-54008485449.3, 0, 0
-54310073615.8, 0, 0
-54611544423.1, 0, 0
-54912897261.8, 0, 0
-55214131523.6, 0, 0
-55515246601, 0, 0
-55816241887.4, 0, 0
-56117116777, 0, 0
-56417870665.3, 0, 0
-56718502948, 0, 0
-57019013022.4, 0, 0
-57319400286.4, 0, 0
-57619664138.6, 0, 0
-57919803979, 0, 0
-58219819208.1, 0, 0
-58519709227.5, 0, 0
-58819473439.6, 0, 0
-59119111247.9, 0, 0
-59418622056.8, 0, 0
-59718005271.5, 0, 0
-60017260298.2, 0, 0
-60316386544, 0, 0
-60615383417, 0, 0
-60914250326.7, 0, 0
-61212986213.3, 0, 0
-61451863671.7, 0, 0
62009662939.7, 0, 0
61762649072, 0, 0
61461733682.9, 0, 0
61160676534.9, 0, 0
60859478298, 0, 0
60558139643.3, 0, 0
60256661245.2, 0, 0
59955043779, 0, 0
59653287920.5, 0, 0
59351394346.3, 0, 0
59049363733.6, 0, 0
58747196760.4, 0, 0
58444894105.2, 0, 0
58142456447.4, 0, 0
57839884466.9, 0, 0
57537178844.4, 0, 0
57234340261.1, 0, 0
56931369399, 0, 0
56628266940.7, 0, 0
56325033569.5, 0, 0
56021669969.2, 0, 0
55718176824.5, 0, 0
55414554820.4, 0, 0
55110804642.8, 0, 0
54806926978, 0, 0
54502922513.3, 0, 0
54198791936.2, 0, 0
114739209987, 0, 0
114800229532, 0, 0
114553623063, 0, 0
114321752358, 0, 0
-nan, 0, 0
52371398700.6, 0, 0
52066404642.9, 0, 0
51761289996, 0, 0
51456055452.8, 0, 0
51150701707.1, 0, 0
50845229453, 0, 0
50539639385.2, 0, 0
50233932199, 0, 0
49928108590.3, 0, 0
49622169255.5, 0, 0
49316114891.6, 0, 0
49009946196, 0, 0
48703663866.9, 0, 0
48397268602.7, 0, 0
48090761102.5, 0, 0
47784142066, 0, 0
47477412193.2, 0, 0
47170572184.9, 0, 0
46863622742.3, 0, 0
46556564566.8, 0, 0
46249398360.8, 0, 0
45942124826.9, 0, 0
45634744668.2, 0, 0
45327258588.4, 0, 0
45019667291.5, 0, 0
44711971482.2, 0, 0
44404171865.6, 0, 0
44096269147.1, 0, 0
43788264032.8, 0, 0
43480157229.2, 0, 0
43171949443, 0, 0
42863641381.7, 0, 0
42555233753.2, 0, 0
42246727265.5, 0, 0
41938122627.5, 0, 0
41629420548.2, 0, 0
41320621737.1, 0, 0
41011726904.2, 0, 0
40702736759.9, 0, 0
40393652014.9, 0, 0
40084473380.5, 0, 0
39775201568.2, 0, 0
39465837290.1, 0, 0
39156381258.4, 0, 0
38846834186, 0, 0
38537196786, 0, 0
38227469772, 0, 0
37917653857.8, 0, 0
37607749757.8, 0, 0
37297758186.6, 0, 0
36987679859.1, 0, 0
36677515490.7, 0, 0
36367265797.2, 0, 0
36056931494.6, 0, 0
35746513299.2, 0, 0
35436011927.9, 0, 0
35125428097.6, 0, 0
34814762525.8, 0, 0
34504015930.1, 0, 0
34193189028.6, 0, 0
33882282539.6, 0, 0
33571297181.8, 0, 0
33260233674.1, 0, 0
32949092735.8, 0, 0
32637875086.4, 0, 0
32326581445.7, 0, 0
32015212533.8, 0, 0
31703769071.2, 0, 0
31392251778.5, 0, 0
31080661376.6, 0, 0
30768998586.8, 0, 0
30457264130.5, 0, 0
30145458729.4, 0, 0
29833583105.5, 0, 0
29521637981, 0, 0
29209624078.3, 0, 0
28897542120.2, 0, 0
28585392829.6, 0, 0
28273176929.6, 0, 0
27960895143.5, 0, 0
27648548195.1, 0, 0
27336136808, 0, 0
27023661706.3, 0, 0
26711123614.2, 0, 0
26398523256.1, 0, 0
26085861356.6, 0, 0
25773138640.4, 0, 0
25460355832.7, 0, 0
25147513658.5, 0, 0
24834612843.2, 0, 0
24521654112.1, 0, 0
24208638191.1, 0, 0
23895565805.9, 0, 0
23582437682.5, 0, 0
23269254547.1, 0, 0
22956017125.8, 0, 0
22642726145.2, 0, 0
22329382331.7, 0, 0
22015986412.1, 0, 0
21702539113.1, 0, 0
21389041161.6, 0, 0
21075493284.8, 0, 0
20761896209.8, 0, 0
20448250663.8, 0, 0
20134557374.1, 0, 0
19820817068.3, 0, 0
19507030473.9, 0, 0
19193198318.6, 0, 0
18879321330.1, 0, 0
18565400236.1, 0, 0
18251435764.6, 0, 0
17937428643.5, 0, 0
17623379600.8, 0, 0
17309289364.6, 0, 0
16995158663, 0, 0
16680988224.1, 0, 0
16366778776.3, 0, 0
16052531047.7, 0, 0
15738245766.7, 0, 0
15423923661.6, 0, 0
15109565460.7, 0, 0
14795171892.4, 0, 0
14480743685, 0, 0
14166281567.1, 0, 0
13851786266.9, 0, 0
13537258513, 0, 0
13222699033.6, 0, 0
12908108557.3, 0, 0
12593487812.4, 0, 0
12278837527.1, 0, 0
11964158430.1, 0, 0
11649451249.4, 0, 0
11334716713.5, 0, 0
11019955550.5, 0, 0
10705168488.7, 0, 0
10390356256.2, 0, 0
10075519581.2, 0, 0
9760659191.78, 0, 0
9445775815.85, 0, 0
9130870181.39, 0, 0
8815943016.26, 0, 0
8500995048.26, 0, 0
8186027005.09, 0, 0
7871039614.42, 0, 0
7556033603.76, 0, 0
7241009700.57, 0, 0
6925968632.22, 0, 0
6610911125.95, 0, 0
6295837908.91, 0, 0
5980749708.12, 0, 0
5665647250.52, 0, 0
5350531262.89, 0, 0
5035402471.9, 0, 0
4720261604.11, 0, 0
4405109385.89, 0, 0
4089946543.56, 0, 0
3774773803.18, 0, 0
3459591890.78, 0, 0
3144401532.12, 0, 0
2829203452.92, 0, 0
2513998378.63, 0, 0
2198787034.61, 0, 0
1883570146, 0, 0
1568348437.8, 0, 0
1253122634.79, 0, 0
937893461.583, 0, 0
622661642.61, 0, 0
307427902.094, 0, 0
-7807035.97127, 0, 0
-323042447.674, 0, 0
-638277609.529, 0, 0
-953511798.036, 0, 0
-1268744290.04, 0, 0
-1583974362.65, 0, 0
-1899201293, 0, 0
-2214424358.78, 0, 0
-2529642837.57, 0, 0
-2844856007.45, 0, 0
-3160063146.66, 0, 0
-3475263533.57, 0, 0
-3790456447.02, 0, 0
-4105641165.98, 0, 0
-4420816969.66, 0, 0
-4735983137.69, 0, 0
-5051138949.79, 0, 0
-5366283686.09, 0, 0
-5681416626.92, 0, 0
-5996537052.95, 0, 0
-6311644245.09, 0, 0
-6626737484.66, 0, 0
-6941816053.07, 0, 0
-7256879232.33, 0, 0
-7571926304.44, 0, 0
-7886956551.98, 0, 0
-8201969257.7, 0, 0
-8516963704.7, 0, 0
-8831939176.43, 0, 0
-9146894956.67, 0, 0
-9461830329.52, 0, 0
-9776744579.39, 0, 0
-10091636991.2, 0, 0
-10406506849.9, 0, 0
-10721353441.2, 0, 0
-11036176050.8, 0, 0
-11350973965, 0, 0
-11665746470.4, 0, 0
-11980492853.9, 0, 0
-12295212402.9, 0, 0
-12609904405.2, 0, 0
-12924568148.6, 0, 0
-13239202922, 0, 0
-13553808014, 0, 0
-13868382714, 0, 0
-14182926311.7, 0, 0
-14497438097.1, 0, 0
-14811917360.8, 0, 0
-15126363393.8, 0, 0
-15440775487.3, 0, 0
-15755152933.2, 0, 0
-16069495023.6, 0, 0
-16383801051.2, 0, 0
-16698070309.1, 0, 0
